GPA,Credits_Completed,Exam_Scores,Attendance_Percentage,Coding_Skills,Communication_Skills,Leadership_Skills,Clubs_Joined,Events_Participated,Internship_Completed,Internship_Duration_Months,Library_Visits_Per_Week,Online_Course_Hours_Per_Week,Employment_Competitiveness
2.16,132,71,68.25,1,8,7,3,8,0,7,3,1,Low
2.81,112,66,76.59,8,6,8,3,9,0,11,10,11,Low
2.35,91,75,97.71,7,3,3,2,9,1,5,3,19,Medium
3.39,68,52,95.12,2,5,1,1,7,0,5,4,1,High
2.69,71,56,89.51,9,9,5,0,1,0,2,11,3,Medium
3.95,52,93,70.37,5,8,8,3,0,1,11,3,2,Medium
3.28,41,57,78.22,7,6,4,2,7,0,1,2,1,Medium
3.64,133,69,89.65,4,9,2,2,1,0,6,3,17,High
2.27,152,61,63.65,1,2,9,2,3,1,5,9,2,Medium
3.72,37,84,81.32,8,9,9,1,3,0,0,14,9,Medium
3.85,137,66,91.4,1,6,3,2,1,0,1,12,11,High
2.97,136,77,85.37,3,9,7,4,3,0,1,12,3,Medium
3.21,56,90,73.97,6,4,1,0,6,0,0,4,19,Low
3.53,83,59,79.23,8,5,8,2,5,0,2,11,6,Medium
2.35,157,71,99.43,8,2,8,1,9,0,4,1,19,Low
3.01,98,87,80.1,2,3,3,0,5,1,3,6,18,High
2.8,142,82,89.28,9,1,5,0,3,0,11,13,7,Medium
2.29,63,71,86.33,4,4,4,3,1,0,1,13,2,Low
2.74,101,93,85.07,4,2,7,2,4,0,7,4,14,Low
2.14,106,86,85.82,2,2,7,2,2,1,8,8,7,Medium
2.05,35,62,72.72,1,1,8,1,2,0,7,13,17,High
2.27,73,76,73.71,7,2,5,4,3,1,6,5,13,Low
3.93,121,64,73.39,3,4,5,4,4,1,9,10,18,High
3.1,117,71,51.66,4,6,8,3,1,1,1,0,3,High
3.93,21,79,62.05,9,7,5,4,5,1,5,8,2,Medium
2.86,113,92,57.73,6,7,1,1,5,1,10,4,8,Low
2.62,78,89,94.32,1,7,3,3,7,0,3,14,9,Medium
3.01,88,86,63.75,9,4,2,2,1,0,4,14,7,High
2.88,138,83,56.92,9,5,5,4,7,0,8,8,19,Medium
2.21,111,93,55.99,5,3,8,1,7,0,8,0,1,Medium
3.28,64,83,85.0,8,1,9,1,3,1,3,13,0,Low
2.43,43,97,50.3,7,8,9,2,6,1,7,1,3,High
3.24,110,84,73.57,8,7,1,1,6,1,10,2,15,High
3.3,113,91,55.94,9,9,1,3,0,1,4,11,4,Medium
2.3,77,68,92.48,2,4,1,3,0,1,8,4,17,High
2.12,147,57,97.92,5,5,1,0,7,1,1,13,13,Low
3.56,26,88,97.94,8,5,9,2,0,0,3,5,12,Low
2.92,66,82,72.1,3,7,1,1,2,0,2,4,15,Low
2.12,72,93,82.23,6,9,7,4,5,0,6,0,14,Medium
3.99,57,77,79.99,6,8,6,3,7,0,1,3,18,Medium
2.12,72,86,67.5,7,7,9,2,4,1,2,5,3,Medium
3.39,67,97,72.2,3,1,9,2,4,1,8,3,18,Medium
3.97,114,74,53.22,8,6,4,3,3,1,7,3,12,Medium
2.48,156,85,89.78,8,9,9,0,3,0,1,4,10,Low
2.28,83,66,62.04,9,7,6,2,6,0,5,7,17,High
2.24,112,73,73.03,8,1,5,1,5,0,2,4,10,High
2.61,144,70,74.03,3,9,9,4,7,0,11,6,0,High
2.2,58,51,78.04,6,3,7,4,5,0,5,7,14,Medium
3.38,23,80,90.89,9,9,9,3,9,0,4,5,9,Medium
2.12,145,93,84.59,1,4,5,2,6,1,9,5,3,Low
3.02,22,82,83.15,3,9,4,4,9,0,3,14,5,High
3.99,83,79,76.34,2,8,3,2,9,0,11,14,1,High
3.63,48,61,54.8,8,7,5,3,4,0,6,13,16,Medium
3.23,135,93,70.1,6,4,9,0,5,1,10,1,11,Medium
2.61,30,61,97.87,8,9,3,4,0,0,9,12,4,Low
3.25,116,98,99.78,2,4,1,1,2,0,6,12,18,Medium
3.05,121,73,86.52,6,1,2,3,7,1,3,9,5,High
2.85,40,73,61.38,7,6,5,0,2,0,2,4,16,Low
2.26,58,60,55.09,8,4,3,1,0,0,3,0,18,High
3.77,121,62,70.74,9,3,6,1,2,1,1,8,19,Medium
2.9,65,76,92.83,5,5,8,4,3,1,3,6,2,High
2.39,85,57,86.09,3,3,6,2,7,0,3,1,7,High
2.74,110,59,94.19,2,9,9,3,8,1,11,5,4,Medium
2.83,130,57,80.79,8,6,6,1,3,1,4,9,4,Low
3.66,101,69,56.52,1,3,5,4,6,0,0,8,16,Low
3.47,142,57,55.74,6,5,4,0,0,1,1,11,18,High
3.54,118,58,52.4,2,8,2,1,8,1,7,4,18,Medium
2.02,54,56,78.35,3,8,6,0,3,0,7,2,9,High
2.83,122,63,62.14,8,6,2,3,8,1,7,10,2,Medium
2.96,148,77,86.72,1,5,5,4,2,0,4,9,12,High
2.04,44,51,84.31,6,5,1,0,4,1,7,10,15,Medium
2.52,62,92,65.91,3,1,3,2,0,1,8,3,11,Low
3.52,103,57,58.84,6,2,5,0,2,0,3,2,16,Medium
2.27,70,62,55.12,3,4,7,0,4,1,3,0,1,High
3.07,149,70,86.87,8,6,8,4,5,1,6,9,15,High
2.43,145,96,72.52,5,7,7,4,7,1,4,13,10,Low
2.02,88,77,66.18,4,1,7,1,0,1,10,10,0,Medium
2.48,28,84,92.83,9,8,2,0,2,1,9,12,11,Medium
3.95,21,72,79.68,5,1,6,0,0,0,0,14,5,High
3.6,29,95,75.9,4,9,5,4,4,1,7,6,18,Low
3.92,133,64,87.17,8,4,9,2,7,0,3,7,4,Low
2.98,95,51,90.78,8,7,4,4,3,1,7,1,2,Low
2.22,104,61,84.3,8,6,7,2,8,1,1,7,17,High
3.1,68,85,72.0,4,9,8,4,5,0,11,11,17,High
2.91,89,52,68.96,1,2,6,3,5,1,11,8,11,High
3.69,150,54,88.58,2,7,3,0,4,1,3,6,17,Medium
2.2,152,52,75.9,4,5,5,2,9,1,1,10,9,Medium
2.98,109,96,85.22,2,7,1,3,4,1,4,0,3,Medium
2.3,45,68,94.52,3,1,8,2,6,0,9,3,19,High
2.65,91,51,95.79,9,9,2,1,7,0,9,6,18,High
3.47,24,93,63.89,9,1,7,1,6,1,7,5,3,Medium
2.95,34,86,59.39,9,5,9,0,0,0,10,10,10,Medium
2.75,142,66,63.06,7,8,1,3,0,0,6,13,2,Medium
2.79,20,63,87.57,4,1,4,3,9,1,10,7,14,High
2.92,22,77,68.5,1,7,7,1,5,1,4,5,15,High
3.57,66,76,58.67,3,2,9,0,2,0,10,9,11,Medium
3.78,114,59,54.92,8,7,2,1,8,0,6,5,17,Low
3.91,32,52,66.37,4,7,2,3,6,0,4,9,5,Low
3.57,139,85,56.81,2,9,6,2,1,0,6,5,14,High
2.63,74,87,57.82,8,6,3,3,2,0,3,6,1,Low
3.38,85,74,84.19,7,4,4,0,7,0,3,4,11,High
2.88,109,71,50.99,9,7,3,3,0,1,9,11,9,Medium
2.51,81,97,55.88,2,7,1,4,4,1,3,10,3,Medium
3.68,121,88,92.22,5,4,6,3,9,0,10,8,7,High
2.08,158,96,92.25,6,2,2,4,0,1,7,6,14,Low
3.8,27,79,66.46,2,9,2,1,8,1,0,0,18,Low
2.92,116,70,54.4,2,8,7,4,6,0,9,10,15,Medium
3.27,136,79,85.25,4,5,5,3,4,0,4,11,12,High
3.32,83,77,68.01,8,5,8,3,5,0,11,11,14,High
3.79,40,80,52.27,5,1,2,3,2,1,9,13,13,Medium
3.27,134,75,57.89,9,9,8,0,2,0,1,8,14,Medium
3.23,104,92,56.86,4,8,7,1,6,1,9,10,11,Medium
2.13,39,71,79.46,3,5,8,4,6,1,3,5,10,Medium
3.04,27,70,94.91,8,6,3,2,6,0,4,10,2,High
2.3,77,50,89.65,1,8,8,4,1,1,7,7,13,High
3.47,65,86,77.33,9,6,6,3,1,0,1,8,1,High
3.02,50,62,71.11,4,4,2,2,4,0,1,10,17,Low
3.36,112,70,80.93,9,3,6,2,3,1,1,10,2,High
2.08,28,95,72.19,8,7,5,4,6,0,7,13,8,Medium
2.17,34,58,62.3,3,2,3,4,2,0,11,1,10,High
3.43,113,66,83.96,3,7,1,4,4,0,2,1,2,High
2.14,157,96,93.66,9,1,7,4,1,0,4,4,4,Medium
2.14,48,70,68.64,3,5,2,1,0,0,1,13,8,Medium
2.02,99,80,92.08,4,9,1,0,8,0,5,4,9,Medium
3.91,55,88,71.55,9,1,1,0,3,1,9,11,5,High
3.48,103,71,70.07,4,8,7,4,7,0,5,9,5,Medium
2.71,128,61,51.42,3,9,1,0,6,1,1,9,10,High
2.59,137,55,84.76,7,9,9,4,0,0,3,1,16,Low
2.7,56,65,90.38,6,8,6,4,9,0,10,9,1,High
3.55,105,75,83.18,1,4,4,4,6,1,1,3,8,High
3.32,90,54,57.57,8,7,4,1,1,1,9,8,17,Medium
2.37,112,58,55.16,1,1,5,3,2,0,3,3,4,Low
2.35,99,95,78.64,4,7,2,0,0,0,10,0,5,Medium
2.2,121,89,70.08,6,6,5,0,6,1,6,4,3,Low
3.32,33,63,71.45,6,5,2,1,2,1,4,1,8,Low
3.53,136,93,98.39,7,1,4,1,5,1,9,13,4,Low
2.53,92,91,86.2,5,8,5,4,6,1,3,5,3,Low
2.04,110,79,70.59,5,1,6,4,2,0,9,0,8,Medium
2.16,109,75,50.95,4,1,6,3,1,1,9,6,17,High
3.94,48,94,51.7,6,3,9,0,8,0,2,6,10,Low
2.59,68,78,84.24,7,8,4,1,8,1,5,14,15,High
3.54,91,68,91.89,1,8,5,3,6,0,1,3,1,Medium
3.25,152,96,85.39,9,7,6,0,4,1,3,8,15,Medium
2.76,61,57,70.29,8,5,4,3,3,0,11,2,18,High
2.41,154,72,51.56,7,8,6,3,3,1,7,4,9,High
2.24,61,91,98.37,9,2,2,4,0,1,1,4,3,Medium
3.23,124,84,99.32,3,8,7,3,3,1,8,7,11,Medium
3.55,46,80,77.47,4,2,3,4,6,1,1,9,8,Medium
3.29,77,84,53.53,7,5,4,0,4,0,7,9,12,Low
3.06,65,81,77.05,6,4,9,0,8,1,7,3,4,High
2.08,85,54,94.62,2,1,5,4,3,1,6,0,1,High
3.94,44,65,84.0,2,5,9,2,2,1,9,10,2,High
3.6,92,66,86.0,7,7,6,3,5,0,5,4,7,High
2.59,136,81,54.25,9,1,8,0,3,0,0,0,5,High
3.96,148,87,55.33,9,2,5,3,1,1,1,2,4,Medium
3.2,106,81,56.37,7,9,5,2,4,0,6,5,3,High
3.16,93,69,95.22,8,5,3,3,3,0,10,0,19,High
3.5,144,97,76.29,3,7,7,2,4,0,3,9,15,Low
3.62,86,51,89.58,1,2,2,1,8,1,8,13,7,Medium
3.31,25,69,55.76,7,7,3,2,3,0,2,13,11,High
2.26,144,96,96.38,8,7,2,0,5,0,3,12,4,Low
2.68,77,67,91.06,2,7,8,4,3,1,2,2,4,Low
3.86,89,50,61.24,9,5,4,4,0,1,6,6,12,Low
2.45,72,78,93.71,4,9,8,3,1,1,1,1,10,Medium
2.74,85,78,63.17,9,2,8,1,5,0,9,5,10,High
2.86,77,68,60.27,3,4,8,3,7,1,11,6,18,Low
2.88,101,93,63.21,8,2,8,2,8,0,11,11,6,Low
3.23,106,89,95.5,2,8,8,4,3,0,1,11,16,Low
3.89,21,55,95.78,3,1,9,2,5,1,1,1,4,Medium
2.48,56,93,66.45,1,9,2,4,2,1,11,10,5,High
2.24,122,88,85.27,5,5,9,4,8,1,3,10,17,Medium
2.39,43,99,83.79,4,3,8,4,7,1,7,4,17,Medium
3.77,131,95,90.33,1,4,1,0,0,1,7,9,8,High
3.29,84,57,64.83,9,1,5,2,1,1,7,11,17,Low
2.57,148,73,75.51,6,3,2,3,9,0,7,9,18,Medium
3.63,136,69,83.38,6,8,5,1,8,1,6,0,16,High
3.72,135,63,51.31,2,2,8,3,9,0,5,2,8,Medium
3.69,124,54,68.84,7,2,9,2,2,0,11,13,0,Low
3.84,22,90,84.79,9,9,9,1,2,0,6,0,19,High
2.5,65,89,62.63,6,5,1,3,9,0,4,11,17,Low
3.51,74,83,97.89,8,5,7,1,8,0,7,2,12,High
2.92,94,65,51.51,5,1,8,2,2,0,1,3,7,High
3.68,64,94,97.9,2,6,3,4,9,1,4,11,13,Low
3.46,96,56,60.84,4,8,6,2,4,0,6,11,2,Medium
3.55,43,65,52.44,1,6,3,0,5,0,8,4,3,Low
3.31,54,56,64.62,1,7,9,1,2,0,9,3,10,Medium
2.35,43,76,89.31,6,4,3,2,9,1,0,3,6,High
3.09,47,63,87.62,2,2,2,4,7,0,10,8,4,Low
3.97,35,63,60.44,6,1,9,4,1,0,8,8,1,Medium
3.87,78,93,59.84,1,6,8,2,5,1,2,8,5,High
2.09,34,82,82.13,3,9,8,3,1,1,0,10,19,Low
2.33,30,82,72.9,9,5,2,2,8,1,6,4,4,Medium
2.26,98,93,89.61,2,2,6,4,5,0,2,10,14,Low
3.45,134,69,51.21,8,1,5,2,8,1,7,12,10,High
3.64,87,96,80.52,6,3,2,0,3,1,10,4,4,Low
2.43,62,85,86.53,6,4,5,3,2,1,1,1,17,Medium
3.01,88,56,99.67,7,7,4,2,1,0,3,5,7,High
3.68,157,81,83.94,5,9,9,4,7,1,11,1,10,Low
3.47,94,97,61.59,4,8,1,2,3,0,1,9,16,High
3.08,122,52,55.41,6,9,6,2,1,0,10,12,13,Medium
3.18,60,88,82.05,8,7,7,1,8,1,3,4,1,Medium
3.02,78,78,76.16,4,8,6,2,7,0,11,10,6,High
2.6,58,73,94.96,5,8,5,0,4,0,0,12,17,Medium
3.13,22,71,86.33,7,1,4,4,7,0,9,14,0,Low
3.38,26,55,75.49,6,9,5,1,4,1,4,11,14,High
3.75,68,97,70.18,4,2,9,2,6,0,2,11,0,Low
3.27,45,73,70.22,4,7,5,3,4,1,8,4,16,High
3.52,120,89,61.32,4,5,8,0,4,0,3,3,6,Medium
2.32,98,72,50.87,1,4,7,0,3,1,5,4,15,Medium
2.92,21,87,78.75,5,1,4,0,4,0,8,6,1,High
2.02,146,59,60.62,8,1,5,1,6,0,1,9,14,Low
2.49,151,65,60.42,7,3,7,2,2,1,6,12,19,Medium
3.45,39,60,56.27,5,1,6,0,3,0,2,1,10,Low
3.98,136,81,59.48,3,8,3,2,7,1,0,14,1,Medium
2.2,51,94,51.59,1,3,3,3,5,1,8,0,10,Low
2.8,47,55,83.71,7,2,2,2,7,0,8,3,15,High
3.6,96,73,70.07,3,6,3,2,1,1,11,6,1,High
2.41,20,82,78.08,4,4,1,2,8,0,10,0,18,High
3.11,75,61,81.85,5,4,9,4,6,1,3,3,15,Low
3.47,54,76,98.62,8,2,2,1,4,1,8,14,7,Medium
3.23,131,87,53.41,7,2,3,2,6,1,6,14,19,Low
2.38,49,67,70.9,9,6,5,0,1,0,3,13,4,Medium
2.71,73,94,62.29,3,5,4,4,3,0,11,5,7,Low
3.57,55,88,73.84,1,9,5,2,6,0,1,5,13,Low
3.11,99,62,96.02,1,4,6,4,1,0,4,0,13,Medium
2.01,77,89,86.2,1,5,5,1,7,1,7,6,17,Low
3.52,102,79,83.1,2,1,1,4,9,0,9,13,4,Medium
2.07,84,98,72.06,2,2,6,0,9,0,9,4,9,Medium
3.49,88,90,83.56,7,3,9,2,4,1,5,5,14,Low
2.4,147,62,51.62,9,5,3,0,4,0,11,0,12,Low
3.92,70,83,79.31,8,5,2,3,7,0,11,6,8,Medium
2.74,41,85,77.69,4,4,6,4,0,1,10,3,8,Low
2.65,126,79,67.33,2,3,3,4,5,0,4,2,18,High
2.3,128,74,60.08,3,9,4,4,1,0,3,11,8,High
2.61,135,51,90.38,5,1,6,1,0,0,10,10,4,Medium
3.75,120,85,52.69,9,6,6,0,6,0,5,12,5,Medium
3.99,119,67,53.48,8,7,2,3,3,0,10,14,9,Medium
2.74,87,54,72.03,3,4,3,1,0,1,2,3,9,High
2.9,55,68,62.63,9,3,9,1,9,0,1,8,5,Low
3.44,41,91,87.27,3,8,2,2,5,0,0,4,0,Low
3.77,85,67,81.71,8,9,3,3,9,0,8,11,19,Low
3.19,40,81,88.63,1,1,9,4,5,0,0,4,12,Low
2.78,119,70,66.23,4,9,4,4,2,0,10,7,7,Medium
2.83,147,59,87.03,4,7,1,2,5,0,3,14,12,Low
3.39,63,86,93.12,6,1,2,4,9,0,5,6,5,Low
2.01,122,98,67.26,2,7,3,0,8,0,8,2,18,Low
3.24,66,71,66.99,7,5,9,4,5,1,3,12,11,Low
2.71,58,62,95.0,5,7,9,0,0,0,6,14,14,Low
3.59,48,66,52.49,6,9,6,2,9,0,6,0,7,Low
2.19,73,58,67.51,6,8,6,2,5,0,5,11,10,Low
3.18,109,73,55.93,6,6,3,0,7,1,8,10,8,High
2.96,104,93,51.45,8,2,5,4,6,0,10,12,18,Medium
3.28,36,63,55.64,4,8,4,2,7,1,9,1,10,Low
2.13,99,95,71.56,8,4,9,2,7,0,6,2,5,Medium
3.16,92,57,84.35,9,8,9,0,8,0,2,10,14,High
3.12,68,86,64.46,4,7,1,2,2,0,5,0,16,High
3.12,120,68,92.48,1,4,8,4,6,0,6,0,11,Medium
3.21,21,77,71.88,3,8,9,2,5,1,11,7,1,High
3.35,78,95,98.41,1,2,5,0,1,1,6,12,3,Medium
3.61,116,90,97.71,7,9,4,4,4,0,5,7,2,Low
2.54,118,79,88.66,1,6,4,3,2,0,2,1,1,Medium
3.65,122,56,96.62,4,7,2,0,4,0,5,7,18,Medium
3.0,21,75,85.35,1,1,9,3,8,0,1,10,4,Medium
2.15,60,89,94.78,2,3,5,2,7,1,9,12,16,High
2.12,142,95,61.82,1,5,3,4,8,0,0,13,15,Low
2.67,101,95,67.27,5,7,6,2,8,1,7,1,15,Low
3.57,151,60,87.65,7,1,9,4,7,1,2,12,11,Low
3.42,159,63,71.23,3,9,9,1,7,1,7,10,3,Low
3.58,48,70,91.87,8,5,5,2,5,0,2,4,16,Low
3.03,154,57,93.88,5,3,8,2,5,0,1,0,18,Low
2.88,33,52,64.99,5,7,4,2,5,1,11,8,1,Low
2.29,31,77,91.17,5,8,5,0,9,1,7,3,4,High
2.66,118,78,57.71,8,3,7,4,5,1,2,9,0,Low
2.87,152,72,66.71,2,7,7,4,8,0,7,13,13,Low
2.18,100,67,75.9,2,7,7,4,9,0,1,10,8,Low
2.44,125,84,61.32,8,4,8,0,0,1,3,1,16,Medium
3.2,51,62,78.96,9,9,5,4,9,0,8,0,11,Medium
3.47,93,61,78.93,2,1,1,2,5,0,0,5,19,Low
4.0,100,96,60.35,4,1,9,3,7,0,1,10,11,Medium
3.87,88,99,89.78,8,5,9,1,0,1,1,7,14,Medium
3.29,64,54,81.58,2,3,7,4,5,0,8,3,15,Low
2.84,125,88,65.89,4,9,6,0,8,0,9,0,17,Low
3.27,156,60,61.61,1,5,5,0,5,1,4,0,13,Medium
3.57,119,60,93.94,2,7,5,4,1,1,10,5,11,High
2.24,28,96,91.79,7,1,3,3,0,0,3,1,10,High
2.82,81,91,61.49,1,2,1,4,3,1,9,14,14,Low
3.68,48,96,51.78,1,4,6,0,5,1,9,4,7,Low
2.77,144,80,90.23,2,9,8,1,9,0,3,14,16,High
3.14,133,80,80.78,4,5,2,3,9,1,6,1,7,Medium
3.18,153,62,55.04,7,5,8,4,8,1,2,8,3,Low
2.37,139,63,79.37,4,9,8,1,4,0,8,1,9,Medium
2.72,98,98,72.61,5,8,8,4,6,0,4,4,5,High
2.67,112,94,88.73,4,2,3,3,5,0,10,3,5,Medium
2.05,23,91,60.45,4,7,8,0,5,1,8,10,16,High
2.05,101,74,72.66,9,1,4,3,8,0,0,0,7,High
3.66,94,82,57.81,6,9,3,2,4,1,9,9,12,High
2.55,33,82,97.88,3,3,9,4,1,0,11,8,14,Low
3.04,150,64,88.94,6,2,8,1,7,0,7,2,3,Medium
2.6,133,65,86.84,7,4,2,1,2,1,1,9,14,High
3.88,81,93,84.51,7,4,8,3,8,1,7,7,13,Low
2.52,125,87,71.17,8,3,3,3,4,0,3,3,10,High
2.86,83,55,96.16,4,2,6,3,0,1,1,10,19,High
3.75,121,93,53.65,1,5,5,1,3,0,1,12,16,High
3.68,125,74,90.16,6,4,8,0,8,1,5,12,9,Low
2.37,39,64,60.76,8,5,9,1,0,0,2,8,5,High
3.61,77,53,66.2,5,8,7,0,7,0,10,4,5,High
2.92,131,53,75.97,3,2,6,3,7,1,9,1,0,Low
2.97,76,79,89.13,4,9,6,2,8,0,2,7,4,Low
2.27,138,83,91.93,8,1,1,1,8,0,8,12,3,High
2.16,116,76,79.19,6,8,5,3,5,1,4,3,10,High
3.46,111,80,70.15,5,5,8,1,4,1,6,13,16,Medium
2.99,71,81,97.33,9,2,6,3,6,0,11,1,6,High
2.87,56,93,62.33,3,8,1,1,8,1,4,5,19,High
3.46,27,88,90.15,7,5,5,4,4,0,1,0,2,Medium
3.53,63,58,80.6,9,3,5,1,2,0,10,7,1,Low
2.32,117,90,68.84,4,7,3,4,8,1,10,8,7,Low
3.22,152,57,50.07,3,4,8,0,9,0,7,6,4,High
2.27,137,63,72.33,1,6,9,1,0,0,8,12,4,Medium
3.5,88,82,63.84,9,8,6,0,0,0,10,12,9,Medium
3.31,64,72,55.22,1,1,6,2,9,0,1,8,11,Low
3.91,156,70,53.76,2,2,2,4,3,0,1,1,16,High
2.14,51,61,67.38,9,8,2,1,1,1,3,10,13,Low
2.11,52,51,80.74,5,7,6,0,6,1,7,0,4,High
2.56,145,62,91.88,4,9,8,3,1,0,4,6,4,Medium
2.52,86,53,59.18,9,2,2,0,6,1,4,3,5,Medium
2.49,49,69,71.23,9,8,9,1,7,1,6,9,14,Medium
3.81,133,99,69.6,2,6,9,2,7,1,11,7,4,High
2.5,48,97,75.67,3,1,4,4,2,1,3,2,7,High
2.54,150,63,90.48,3,4,4,3,8,0,11,6,0,Low
3.52,49,79,77.68,5,2,4,0,9,1,8,6,2,Low
2.9,156,78,92.33,3,7,5,1,9,1,3,10,18,High
3.55,149,57,75.93,6,9,8,1,9,1,7,14,14,High
2.13,81,61,80.19,2,6,2,4,5,1,2,9,3,Low
2.98,22,90,71.87,6,4,5,3,3,1,5,8,1,Medium
2.07,87,87,91.15,6,5,2,0,7,1,0,10,16,High
2.13,44,75,96.19,2,1,8,0,3,0,6,3,11,High
3.81,63,99,81.96,6,4,1,0,3,1,10,13,19,Medium
2.28,74,51,91.04,6,3,7,4,7,1,6,9,7,High
3.06,156,89,52.95,6,9,3,4,3,1,1,12,4,High
2.82,149,63,95.31,5,6,4,3,0,1,4,13,9,Medium
2.69,60,55,59.45,7,4,8,0,5,0,3,0,18,High
3.8,83,91,62.83,5,3,3,0,7,0,9,6,8,Medium
2.04,50,89,52.67,1,4,7,3,2,1,8,9,15,Low
3.33,66,80,98.27,9,8,1,3,1,1,11,11,0,Low
3.93,149,66,92.6,3,5,9,3,5,1,1,13,14,Low
3.12,115,74,95.66,2,1,6,1,0,1,2,5,1,High
3.87,96,81,92.36,6,5,3,3,4,0,0,10,13,High
2.1,129,61,73.98,8,8,7,2,5,1,9,0,15,Medium
2.84,88,98,96.2,2,4,5,4,7,0,4,8,9,High
2.52,77,62,98.47,4,2,8,3,6,0,2,9,11,Medium
3.46,125,68,75.13,2,3,8,1,5,1,11,7,12,Low
3.96,63,93,58.78,9,9,9,2,1,1,3,9,19,High
2.51,93,97,82.93,2,7,6,1,7,0,3,3,8,High
3.31,75,74,98.77,2,3,4,1,7,1,5,14,1,High
2.4,146,80,93.61,5,5,2,1,4,0,9,14,18,Low
3.13,49,86,93.09,5,3,3,1,2,1,6,4,14,Low
2.93,90,74,96.69,7,4,5,0,7,1,6,7,14,Low
3.94,137,65,94.7,1,8,8,4,4,1,10,1,0,High
3.22,74,87,88.81,2,3,2,0,2,1,7,5,17,High
2.7,86,92,85.91,6,3,5,2,8,0,2,9,6,High
2.23,22,98,63.24,2,8,9,0,8,1,4,1,9,High
2.3,45,72,81.07,4,7,2,2,6,1,11,14,8,High
2.45,76,63,76.07,6,7,8,3,7,1,9,11,18,High
2.5,145,55,93.1,7,2,3,2,4,0,5,10,10,High
3.7,72,74,74.59,5,7,8,0,4,1,11,7,3,Low
3.12,62,72,56.39,8,3,4,0,4,0,5,4,0,High
3.05,68,92,50.25,6,7,4,2,1,0,11,11,11,High
2.23,61,61,83.89,5,4,7,0,2,1,7,9,0,Medium
3.72,30,62,77.5,4,8,5,2,7,0,4,2,16,High
3.45,122,85,66.55,6,8,4,1,5,1,4,1,19,Low
2.14,117,88,58.45,6,6,7,4,8,1,0,3,8,High
3.42,104,83,73.34,6,3,3,2,6,1,0,7,7,Medium
3.09,119,55,55.01,1,6,9,1,5,0,5,0,3,Low
2.16,123,87,66.81,6,6,5,1,3,0,9,9,7,Medium
2.92,65,99,68.96,1,3,3,1,6,0,9,14,9,High
2.97,63,89,73.28,5,4,2,1,3,1,4,2,17,High
2.33,41,57,73.33,7,2,7,2,6,1,10,12,14,Low
3.89,133,57,62.85,1,1,7,0,4,0,9,0,18,Medium
3.7,144,89,92.51,1,2,5,1,1,0,5,1,19,Medium
3.34,143,82,67.78,6,7,4,3,6,1,8,9,10,High
2.92,49,83,61.48,7,5,2,1,7,0,7,10,3,High
2.82,27,93,58.79,6,9,2,0,9,1,6,14,8,High
3.3,117,64,66.13,5,3,7,0,1,1,6,6,7,Low
3.09,76,85,53.38,6,2,7,4,5,0,5,0,15,Low
2.12,130,84,51.65,3,4,4,4,3,1,5,8,12,Low
3.03,92,95,80.26,9,2,4,1,4,1,0,7,4,Medium
3.61,134,71,80.96,5,7,4,1,0,0,11,0,12,Medium
2.92,39,72,76.48,2,6,2,4,5,0,6,9,18,Medium
2.1,44,89,88.11,7,8,9,1,7,0,4,0,1,High
3.57,38,94,51.96,3,5,1,3,1,1,6,1,11,Low
2.4,24,71,96.8,1,2,8,2,0,1,5,1,8,Medium
2.52,94,54,54.75,3,4,6,4,8,0,7,5,0,Low
2.33,147,80,83.7,9,1,7,4,1,1,2,0,13,Low
2.66,91,62,56.67,5,2,5,0,7,0,7,3,6,Low
3.51,59,77,94.0,7,4,6,1,4,1,6,6,16,Low
3.04,45,69,75.54,3,6,6,4,1,1,0,12,13,Low
2.41,46,82,54.11,4,4,9,4,4,1,2,12,16,Low
3.76,102,65,80.84,1,4,4,3,8,1,9,11,1,Medium
3.76,147,78,50.46,3,2,5,1,5,1,3,8,8,High
3.74,52,72,88.8,7,9,4,2,2,0,8,9,14,Low
2.48,116,73,82.53,4,8,1,3,7,0,11,2,15,Low
2.9,130,83,60.63,2,8,6,2,0,1,5,3,8,High
3.97,35,56,68.74,5,5,5,0,8,0,6,4,3,High
3.54,42,87,50.39,5,3,4,4,8,0,4,4,14,High
2.05,154,86,84.68,2,6,6,3,3,1,2,1,9,High
2.13,45,53,66.13,6,9,5,2,7,1,4,12,6,Low
2.93,115,83,78.58,4,8,3,1,2,1,11,4,5,Medium
3.82,31,91,97.84,1,7,2,0,5,0,6,9,14,Medium
3.08,91,71,64.97,3,8,6,0,9,0,8,0,1,Low
3.0,152,54,99.51,9,4,4,4,9,0,11,6,14,High
2.21,125,99,81.64,7,6,3,4,7,1,8,13,17,High
3.31,136,91,62.1,6,5,8,2,8,1,11,14,13,High
3.64,45,72,71.84,1,2,9,2,7,1,7,4,17,Medium
2.76,152,64,87.02,9,8,7,0,8,1,4,5,2,Medium
3.55,41,80,72.32,9,3,2,2,3,1,6,13,19,High
3.93,32,58,53.43,1,5,8,4,9,0,3,8,13,Medium
2.41,126,92,58.43,6,8,5,0,0,0,9,2,5,Low
3.05,42,74,89.56,7,9,7,0,6,0,4,0,13,Medium
2.57,116,74,82.42,2,9,5,1,9,1,11,7,1,Medium
3.59,37,98,78.49,8,5,2,1,3,1,3,1,15,High
